application_id,age,annual_income,credit_score,loan_amount,years_employed,debt_to_income_ratio,existing_loans,employment_type,marital_status,education_level,residence_type,city_tier,card_type_requested,application_date,approval_status
106387,37,47880,841,22938,9,0.41,6,Self-Employed,Single,Masters,Rented,Tier3,Platinum,25/05/2025,Approved
106388,59,197825,405,1121,20,0.12,6,Business,Married,Masters,Family,Tier2,Gold,29/08/2025,Rejected
106389,45,112829,594,34518,,0.41,3,Business,Divorced,High School,Owned,Tier2,Platinum,08/09/2024,Rejected
106390,25,157633,750,7934,15,0.08,1,Business,Single,High School,Rented,Tier1,Gold,28/01/2024,Approved
106391,25,78205,833,10251,32,0.55,1,Business,Married,Bachelors,Rented,Tier2,Gold,10/01/2025,Rejected
106392,40,131948,455,31245,9,0.67,2,Self-Employed,Married,Bachelors,Rented,Tier1,Silver,22/11/2025,Approved
106393,36,84810,705,13359,17,0.25,3,Salaried,Single,High School,Rented,Tier1,Silver,10/12/2025,Approved
106394,61,138089,674,13855,32,0.22,7,Business,Married,High School,Family,Tier1,Platinum,13/02/2024,Approved
106395,57,89482,754,18628,28,0.34,1,Business,Married,Masters,Owned,Tier3,Silver,01/07/2025,Rejected
106396,60,94192,501,25651,30,0.45,2,Self-Employed,Married,High School,Rented,Tier3,Platinum,16/05/2025,Approved
106397,29,112154,751,24249,23,0.17,1,Salaried,Single,Bachelors,,Tier3,Platinum,15/06/2024,Rejected
106398,25,111066,486,42969,11,0.57,2,Salaried,Single,High School,Family,Tier2,Silver,27/03/2025,Approved
106399,62,184402,667,37050,19,0.18,5,Business,Married,Masters,Family,Tier3,Platinum,04/07/2024,Approved
106400,22,172211,639,3275,5,0.05,4,Business,Married,Masters,Family,Tier3,Silver,15/06/2024,Approved
106401,29,153514,561,21192,7,0.39,0,Salaried,Married,Masters,Rented,Tier2,Platinum,20/08/2024,Approved
106402,63,57977,842,1765,13,0.12,7,Salaried,Single,Masters,Family,Tier2,Platinum,27/11/2025,Approved
106403,56,29983,850,36483,4,0.5,0,Business,Married,Masters,Rented,Tier3,Gold,27/07/2024,Approved
106404,42,195981,605,18881,2,0.16,1,Salaried,Married,Bachelors,Family,Tier3,Silver,02/12/2024,Approved
106405,42,74029,464,45906,21,0.58,6,Self-Employed,Married,Masters,Family,Tier3,Silver,23/05/2024,Rejected
106406,42,177401,387,45692,7,0.36,2,Salaried,Divorced,Bachelors,Owned,Tier3,Silver,25/12/2025,Approved
106407,54,147668,499,30501,13,0.42,6,Salaried,Divorced,Bachelors,Family,Tier3,Silver,05/04/2024,Approved
106408,49,192806,570,38834,6,0.17,4,Salaried,Married,Masters,Rented,Tier2,Gold,21/01/2024,Rejected
106409,58,67837,350,34257,3,0.15,0,Salaried,Married,,Owned,Tier2,Gold,17/03/2024,Approved
106410,53,142512,788,27999,18,0.46,6,Self-Employed,Divorced,Bachelors,Owned,Tier2,Gold,22/12/2024,Rejected
106411,38,91786,497,40142,23,0.22,1,Self-Employed,Married,Bachelors,Family,Tier1,Gold,07/09/2024,Approved
106412,27,29758,322,35703,15,0.3,5,Salaried,Married,Masters,Family,Tier2,Silver,24/05/2024,Rejected
106413,21,127667,522,36517,5,0.36,7,Salaried,Single,Bachelors,Owned,Tier2,Platinum,25/04/2024,Approved
106414,53,133119,520,45256,7,0.2,6,Salaried,Divorced,High School,Owned,Tier3,Silver,04/10/2024,Approved
106415,21,125157,565,12883,24,0.57,6,,Divorced,High School,Family,Tier1,Silver,02/07/2025,Approved
106416,44,107673,372,10295,31,0.66,1,Business,Divorced,Bachelors,Owned,Tier1,Gold,23/03/2025,Approved
106417,24,122639,376,28857,24,0.33,2,,Single,Bachelors,Rented,Tier2,Gold,14/07/2025,Approved
106418,24,177904,843,41232,9,0.65,3,Business,Single,Bachelors,Owned,Tier3,Silver,15/01/2025,Rejected
106419,38,157940,734,30867,16,0.62,5,Self-Employed,Divorced,High School,Family,Tier1,Silver,04/05/2024,Approved
106420,47,139869,364,45905,2,0.16,1,Salaried,Single,Bachelors,Rented,Tier2,Platinum,27/10/2024,Approved
106421,63,197934,656,7286,8,0.16,4,Self-Employed,Single,Masters,Rented,Tier3,Gold,22/08/2024,Approved
106422,52,44728,317,46763,17,0.36,7,Salaried,Single,High School,Family,Tier1,Platinum,13/06/2025,Approved
106423,53,128542,735,27290,29,0.39,4,Business,Married,Bachelors,Owned,Tier2,Silver,16/09/2024,Rejected
106424,48,118565,740,5149,4,0.27,3,Business,Divorced,High School,Family,Tier3,Gold,28/04/2025,Approved
106425,62,195929,308,39616,31,0.25,4,Salaried,Married,High School,Rented,Tier2,Silver,16/06/2024,Approved
106426,61,184255,769,41424,26,0.33,2,Salaried,Divorced,High School,Owned,Tier2,Gold,26/06/2024,Approved
106427,56,175012,647,3345,20,0.5,1,Business,Single,Masters,Rented,Tier1,Platinum,29/11/2025,Rejected
106428,26,150019,671,22933,23,0.1,2,Self-Employed,Divorced,Masters,Owned,Tier2,Platinum,14/09/2024,Approved
106429,36,161352,474,40448,2,0.51,6,Salaried,Divorced,Masters,Family,Tier3,Gold,03/08/2025,Rejected
106430,54,127548,814,9770,15,0.65,7,Self-Employed,Married,High School,Rented,Tier2,Platinum,27/06/2024,Approved
106431,43,158236,429,19082,14,0.55,3,Salaried,Married,Bachelors,Family,Tier3,Platinum,16/08/2024,Approved
106432,62,146289,592,46555,24,0.17,3,Salaried,Single,High School,Rented,Tier3,,26/04/2025,Rejected
106433,44,154068,652,11863,7,0.11,2,Salaried,Single,Bachelors,Owned,Tier3,Gold,15/08/2024,Rejected
106434,33,104624,523,7984,3,0.37,5,Business,Married,Bachelors,Family,Tier2,Silver,24/09/2025,Approved
106435,38,174477,823,28503,31,0.67,0,Business,Divorced,Masters,Family,Tier2,Platinum,22/11/2024,Approved
106436,33,27821,808,39024,34,0.58,3,Salaried,Divorced,Bachelors,Rented,Tier3,Silver,08/09/2025,Approved
106437,57,80090,667,40319,29,0.42,1,Self-Employed,Single,Bachelors,Family,Tier2,Platinum,10/08/2024,Approved
106438,63,178588,799,2468,29,0.14,5,Salaried,Single,Masters,Family,Tier3,Platinum,06/04/2024,Approved
106439,59,166545,389,10132,16,0.51,3,Self-Employed,Single,Bachelors,Owned,Tier1,Silver,09/08/2025,Approved
106440,62,71454,371,36086,18,0.58,2,Salaried,Divorced,Masters,Family,Tier1,Silver,27/11/2024,Approved
106441,37,198602,732,38304,30,0.66,2,Self-Employed,Divorced,High School,Family,Tier2,Gold,30/10/2025,Approved
106442,35,129273,647,39115,16,0.45,4,Self-Employed,Single,Bachelors,Owned,Tier3,Gold,25/11/2025,Approved
106443,38,129472,562,15462,1,0.38,5,Salaried,Divorced,Masters,Rented,Tier3,Silver,28/10/2025,Approved
106444,43,180870,570,47349,28,0.45,0,Salaried,Divorced,High School,Owned,Tier3,Platinum,26/08/2024,Approved
106445,50,156935,808,23323,29,0.66,2,Salaried,Divorced,High School,Rented,Tier2,Platinum,14/07/2024,Approved
106446,54,41148,807,19167,21,0.46,6,Business,Divorced,Masters,Family,Tier1,Gold,03/04/2025,Approved
106447,24,111545,719,11067,10,0.22,4,Self-Employed,Divorced,Bachelors,Owned,Tier2,Silver,29/09/2024,Rejected
106448,23,79459,371,4226,32,0.46,4,Salaried,Divorced,Bachelors,Rented,Tier1,Gold,10/11/2025,Approved
106449,27,109224,373,12920,18,0.62,1,Business,Single,Bachelors,Owned,Tier3,Gold,25/11/2025,Approved
106450,38,91189,802,26561,2,0.42,4,Salaried,Single,Bachelors,Family,Tier1,Silver,13/01/2025,Rejected
106451,62,164201,445,49040,21,0.38,0,Business,Married,Masters,Rented,Tier1,Platinum,01/02/2025,Approved
106452,27,116954,345,36587,17,0.53,1,Business,Single,High School,Owned,Tier2,Gold,21/04/2025,Approved
106453,60,48118,404,37738,29,0.48,2,Self-Employed,Married,Bachelors,Rented,Tier3,Silver,12/12/2024,Approved
106454,26,156515,408,11258,0,0.09,5,Salaried,Divorced,Masters,Family,Tier2,Silver,03/01/2024,Approved
106455,42,183113,616,32655,19,0.52,6,Business,Divorced,Masters,Owned,Tier3,Silver,05/01/2024,Approved
106456,21,114379,420,35873,4,0.31,2,Salaried,Divorced,Bachelors,Rented,Tier3,Platinum,05/04/2025,Approved
106457,24,46053,798,19854,11,0.66,4,Self-Employed,Single,Bachelors,Rented,Tier3,Silver,13/03/2025,Approved
106458,63,121384,342,49675,10,0.68,3,Business,Divorced,High School,Rented,Tier2,Gold,12/05/2024,Approved
106459,49,193276,398,21178,23,0.34,0,Salaried,Single,Masters,Family,Tier2,Gold,19/12/2024,Approved
106460,41,142545,610,20275,17,0.68,7,Self-Employed,Single,Masters,Rented,Tier3,Silver,10/05/2025,Approved
106461,46,198312,513,10875,7,0.25,7,Self-Employed,Single,High School,Owned,Tier1,Platinum,04/06/2025,Approved
106462,34,151675,762,45133,28,0.49,0,Business,Divorced,Bachelors,Owned,Tier3,Platinum,10/10/2024,Approved
106463,29,118749,722,36915,21,0.1,4,Self-Employed,Single,Bachelors,Family,Tier1,,23/07/2025,Rejected
106464,32,164363,688,13253,1,0.14,0,Business,Married,Bachelors,Family,Tier2,Platinum,31/07/2025,Approved
106465,62,41285,411,29737,22,0.61,7,Self-Employed,Married,Bachelors,Rented,Tier2,Silver,29/10/2025,Approved
106466,26,86589,571,46870,15,0.63,6,Salaried,Divorced,,Family,Tier1,Platinum,03/09/2024,Rejected
106467,40,38944,401,8901,7,0.4,7,Salaried,Married,Masters,Rented,Tier2,Platinum,10/07/2025,Rejected
106468,44,126041,509,18558,3,0.27,1,Self-Employed,Single,Bachelors,Rented,Tier2,Silver,11/04/2024,Rejected
106469,47,113876,321,20333,13,0.34,4,Salaried,Married,High School,Family,Tier1,Gold,04/05/2024,Rejected
106470,58,120561,458,11001,8,0.62,3,Self-Employed,Divorced,High School,Rented,Tier2,Gold,07/05/2024,Rejected
106471,28,79391,642,26012,10,0.19,7,Self-Employed,Married,Masters,Rented,Tier1,Gold,03/08/2024,Rejected
106472,21,,699,30461,15,0.24,2,Self-Employed,Married,High School,Rented,Tier1,Gold,17/11/2024,Approved
106473,44,27953,753,32811,12,0.56,0,Self-Employed,Married,Masters,Rented,Tier3,Gold,02/03/2024,Approved
106474,27,69941,442,34002,16,0.66,5,Business,Single,Bachelors,Owned,Tier2,Gold,08/07/2024,Approved
106475,39,86683,696,31410,13,0.11,2,Salaried,,Masters,Family,Tier3,Silver,24/08/2024,Rejected
106476,42,134588,835,38538,28,0.57,3,Salaried,Married,Bachelors,Owned,Tier1,Platinum,28/02/2024,Approved
106477,55,147080,440,38896,16,0.47,3,Salaried,Single,Bachelors,Rented,Tier2,Gold,28/06/2025,Approved
106478,50,36154,539,30598,0,0.2,1,Business,Married,Bachelors,Family,Tier2,Gold,29/06/2024,Rejected
106479,49,,591,41927,19,0.54,3,Self-Employed,Married,High School,Family,Tier1,Platinum,19/06/2025,Approved
106480,42,165119,381,36242,32,0.52,3,Business,Married,High School,Family,Tier3,Silver,06/04/2024,Approved
106481,31,113529,470,33994,1,0.14,0,,Divorced,High School,Rented,Tier1,Silver,26/04/2025,Approved
106482,40,39323,825,31448,16,0.38,2,,Divorced,Bachelors,Family,Tier2,Silver,09/04/2025,Rejected
106483,49,62693,841,33330,22,0.54,5,Self-Employed,Single,High School,Family,Tier1,Platinum,21/05/2025,Approved
106484,61,114170,409,7160,21,0.17,0,Self-Employed,Divorced,Bachelors,,Tier3,Silver,15/02/2024,Rejected
106485,62,182364,511,44570,0,0.35,0,Salaried,Single,High School,Family,Tier1,Gold,12/04/2025,Approved
106486,54,70111,737,27851,11,0.13,6,Salaried,Married,Bachelors,Owned,Tier1,Gold,05/12/2024,Approved
106487,21,64491,621,22185,12,0.25,4,Business,Divorced,Bachelors,Rented,Tier2,Silver,27/12/2025,Rejected
106488,51,74336,383,11007,13,0.19,7,Salaried,Married,Masters,Family,Tier1,Platinum,13/02/2024,Rejected
106489,50,41905,675,6357,9,0.38,5,Self-Employed,Single,Bachelors,Rented,Tier2,Silver,03/12/2025,Rejected
106490,38,55273,352,18794,11,0.14,4,Self-Employed,Married,Masters,Rented,Tier3,,08/02/2025,Rejected
106491,37,150191,795,5764,21,0.3,1,Salaried,Divorced,Masters,Family,Tier1,Gold,17/08/2024,Rejected
106492,58,140936,555,15589,17,0.23,5,Self-Employed,Single,Bachelors,Rented,Tier2,Gold,12/06/2025,Approved
106493,34,182306,519,11037,18,0.53,1,Self-Employed,Divorced,High School,Rented,Tier2,Silver,01/10/2024,Approved
106494,43,91538,399,35105,29,0.5,3,Business,Divorced,High School,Family,Tier1,Platinum,01/03/2024,Approved
106495,45,129570,428,6420,14,0.11,1,Self-Employed,Divorced,Masters,Family,Tier1,Gold,19/10/2025,Approved
106496,35,188645,518,17501,13,0.67,6,Self-Employed,Divorced,Bachelors,Family,Tier2,Platinum,21/02/2024,Rejected
106497,42,118339,776,35581,8,0.53,1,Salaried,Married,Bachelors,Owned,Tier2,Gold,09/01/2024,Approved
106498,23,146132,757,10779,4,0.45,3,Salaried,Single,Bachelors,Rented,Tier3,Silver,17/08/2025,Approved
106499,39,153993,321,12444,32,0.36,7,Self-Employed,Divorced,Masters,Rented,Tier3,Silver,21/10/2024,Rejected
106500,64,36330,628,26118,4,0.17,2,Business,Divorced,Bachelors,Owned,Tier3,Gold,16/02/2024,Approved
106501,54,97553,779,36142,23,0.68,6,Business,Married,High School,Rented,Tier1,Gold,19/10/2024,Approved
106502,55,197425,638,2526,7,0.06,3,Self-Employed,Divorced,Masters,Family,Tier1,Platinum,20/01/2025,Approved
106503,21,,478,45527,18,0.5,3,Self-Employed,Single,Masters,Family,Tier3,Gold,17/12/2024,Rejected
106504,41,108537,720,8087,11,0.38,2,Self-Employed,Divorced,Masters,Rented,Tier1,Silver,02/12/2024,Approved
106505,49,85985,781,9793,7,0.64,3,Self-Employed,Divorced,High School,Rented,Tier1,,08/10/2024,Approved
106506,26,42044,348,37382,7,0.3,4,Business,Divorced,High School,Rented,Tier1,Silver,15/01/2025,Approved
106507,57,194364,329,3149,19,0.39,1,Business,Single,Masters,Family,Tier1,Platinum,30/11/2024,Approved
106508,21,147304,384,20685,28,0.53,7,Business,Divorced,High School,Rented,Tier3,Gold,26/07/2025,Rejected
106509,21,161322,,42347,33,0.08,3,Business,Single,,Rented,Tier1,Silver,24/12/2024,Approved
106510,47,,845,27178,17,0.09,7,Self-Employed,Single,High School,Family,Tier3,Silver,14/04/2024,Approved
106511,41,58087,628,15015,0,0.19,0,Business,Divorced,Bachelors,Family,Tier3,Silver,08/03/2024,Approved
106512,36,100952,733,20666,10,0.15,1,Business,Married,Bachelors,Family,Tier1,Platinum,16/05/2024,Rejected
106513,64,61368,548,3696,34,0.05,6,Business,Divorced,Masters,Rented,Tier1,Silver,24/11/2025,Rejected
106514,60,145648,433,33173,31,0.45,4,Salaried,Married,Masters,Rented,Tier3,Platinum,12/08/2024,Approved
106515,46,95815,664,13626,15,0.57,4,Self-Employed,Divorced,Bachelors,Owned,Tier1,Platinum,17/03/2025,Approved
106516,36,115693,724,48287,5,0.67,6,Business,Married,Masters,Owned,Tier3,Gold,01/05/2025,Rejected
106517,48,83900,714,16314,8,0.34,6,Self-Employed,Single,Bachelors,Family,Tier2,Platinum,27/01/2024,Rejected
106518,21,40494,811,45793,21,0.23,3,Self-Employed,Single,Bachelors,Family,Tier2,Gold,21/01/2025,Approved
106519,56,141486,684,35073,7,0.61,2,Self-Employed,Divorced,Masters,Family,Tier3,Gold,11/07/2024,Approved
106520,30,181405,687,32291,31,0.6,0,Salaried,Divorced,Bachelors,Rented,Tier2,Gold,27/11/2025,Approved
106521,63,58050,748,47207,25,0.46,3,Salaried,Married,Masters,Owned,Tier3,Silver,16/09/2024,Rejected
106522,37,122799,602,34484,17,0.23,2,Business,Married,High School,Family,Tier3,Gold,17/07/2025,Approved
106523,43,156016,398,23229,11,0.64,4,Self-Employed,Single,High School,Rented,Tier1,Silver,05/03/2024,Rejected
106524,27,113257,605,6758,33,0.17,1,Salaried,Married,Bachelors,Rented,Tier2,Gold,09/04/2024,Approved
106525,64,73070,341,33251,3,0.08,6,Self-Employed,Single,Bachelors,Rented,Tier2,Gold,24/10/2024,Rejected
106526,27,30166,767,32833,15,0.57,4,Business,Single,High School,Rented,Tier1,Silver,25/02/2024,Approved
106527,64,163193,739,12183,23,0.42,3,Self-Employed,Married,High School,Rented,Tier3,Gold,20/08/2025,Approved
106528,35,170749,626,42273,13,0.21,2,Salaried,Divorced,Bachelors,Owned,Tier1,Gold,11/08/2025,Approved
106529,54,112409,332,36048,16,0.49,6,Self-Employed,Married,High School,Rented,Tier2,Silver,16/08/2025,Approved
106530,24,62664,711,16080,30,0.55,3,Business,Divorced,Bachelors,Family,Tier3,Silver,02/01/2024,Approved
106531,34,154926,413,10079,3,0.6,7,Business,Single,High School,Family,Tier3,Silver,25/05/2025,Approved
106532,34,26293,807,21726,33,0.23,4,Salaried,Single,High School,Family,Tier1,Gold,04/03/2025,Approved
106533,36,178515,355,19306,2,0.07,7,Self-Employed,Divorced,Bachelors,Family,Tier3,Platinum,28/07/2025,Approved
106534,27,74212,651,7278,7,0.38,0,Salaried,Single,Bachelors,Family,Tier2,Silver,23/06/2024,Approved
106535,52,100276,628,37797,11,0.61,4,Salaried,Single,Bachelors,Rented,Tier2,Gold,11/03/2024,Approved
106536,39,,845,4063,34,0.19,3,Salaried,Married,Bachelors,Owned,Tier2,Platinum,04/12/2024,Rejected
106537,22,90231,569,47081,1,0.32,2,Salaried,Married,Masters,Family,Tier3,Platinum,08/05/2024,Approved
106538,30,133277,495,42120,28,0.22,3,Salaried,Single,Masters,Owned,Tier1,Gold,10/11/2024,Approved
106539,37,195116,712,44147,22,0.06,7,Salaried,Married,Bachelors,Rented,Tier2,Platinum,19/04/2024,Approved
106540,57,46747,378,44311,32,0.63,1,Self-Employed,Single,Masters,Owned,Tier3,Silver,26/04/2025,Approved
106541,32,186201,382,4892,17,0.14,1,Salaried,Single,High School,Rented,Tier1,Gold,16/08/2025,Approved
106542,26,25037,436,19121,21,0.55,7,Salaried,Divorced,Bachelors,Rented,Tier3,Gold,17/11/2025,Approved
106543,42,129294,838,21604,13,0.28,2,Self-Employed,Married,Masters,Family,Tier2,Silver,06/10/2025,Rejected
106544,52,122847,605,27484,28,0.23,6,Business,Married,Bachelors,Family,Tier3,Platinum,14/05/2025,Rejected
106545,61,128742,610,43330,14,0.66,4,Self-Employed,Single,High School,,Tier2,Gold,18/12/2025,Approved
106546,40,73503,687,37163,14,0.48,7,Self-Employed,Divorced,High School,Family,Tier2,Gold,16/02/2025,Approved
106547,,53207,848,36222,3,0.5,3,Business,Married,Bachelors,Owned,Tier2,Silver,29/06/2024,Rejected
106548,26,58241,805,16828,4,0.54,5,Self-Employed,Married,Masters,Owned,Tier2,Gold,02/09/2024,Approved
106549,39,156130,687,5957,2,0.27,5,Business,Single,Bachelors,Rented,Tier3,Gold,06/05/2024,Approved
106550,38,121171,592,19671,11,0.42,1,Salaried,Married,Bachelors,Owned,Tier3,Gold,03/08/2024,Approved
106551,26,170906,478,40060,19,0.23,0,Self-Employed,Married,High School,Rented,Tier1,Silver,11/01/2024,Approved
106552,53,142302,728,32303,19,0.59,7,Business,Single,Bachelors,Rented,Tier1,Gold,31/03/2024,Approved
106553,43,183262,823,9696,0,0.44,1,Salaried,Divorced,Masters,Rented,Tier1,Silver,04/10/2024,Approved
106554,43,97832,611,45727,2,0.21,7,Business,Married,Bachelors,Rented,Tier1,Gold,26/11/2024,Rejected
106555,46,46383,379,13812,8,0.63,4,Business,Single,Bachelors,Family,Tier2,Platinum,24/09/2025,Approved
106556,33,149291,313,10595,19,0.43,2,Business,Single,High School,Rented,Tier2,Platinum,08/07/2024,Approved
106557,27,180732,353,10959,8,0.37,0,Self-Employed,Divorced,High School,Family,Tier3,Gold,03/10/2024,Approved
106558,35,27674,746,16383,30,0.07,3,Salaried,Divorced,High School,Rented,Tier3,Gold,19/07/2025,Rejected
106559,64,139100,364,9892,27,0.64,3,Business,Single,High School,Family,Tier1,Silver,23/02/2025,Approved
106560,47,134369,671,28780,34,0.67,7,Salaried,Single,Masters,Family,Tier3,Platinum,01/09/2024,Approved
106561,46,47820,802,29721,1,0.42,6,Business,Single,High School,Owned,Tier3,,06/05/2025,Approved
106562,53,181738,395,20389,2,0.34,7,Business,Married,Bachelors,Owned,Tier3,Gold,04/02/2025,Approved
106563,35,68794,832,46081,13,0.28,5,Self-Employed,Married,High School,Rented,Tier2,Gold,27/05/2024,Approved
106564,,158148,559,32369,16,0.22,6,Salaried,Married,Masters,Family,Tier1,Silver,14/03/2025,Approved
106565,47,153544,547,33778,34,0.42,6,Business,Married,Masters,Rented,Tier1,Silver,06/06/2025,Approved
106566,25,62555,426,14095,3,0.13,2,Business,Divorced,High School,Owned,Tier3,Silver,07/04/2024,Approved
106567,22,,798,6221,29,0.65,0,Salaried,Married,High School,Rented,Tier3,Gold,31/07/2025,Rejected
106568,53,65262,345,27634,13,0.16,0,Business,Single,,Owned,Tier2,Gold,13/01/2025,Approved
106569,36,116320,567,49239,26,0.53,0,Self-Employed,Married,High School,Family,Tier2,Silver,15/11/2025,Approved
106570,43,179288,841,4677,12,0.25,2,Self-Employed,Divorced,Bachelors,Family,Tier3,Platinum,03/11/2024,Approved
106571,58,55284,393,44779,19,0.2,2,Self-Employed,Single,Bachelors,Family,Tier2,Gold,24/09/2025,Approved
106572,36,176243,615,48873,23,0.41,3,Business,Married,Masters,Family,Tier2,Gold,20/06/2025,Approved
106573,34,115627,,26548,9,0.55,6,Self-Employed,Married,High School,Rented,Tier3,Gold,20/05/2024,Approved
106574,49,170405,748,8334,6,0.52,1,Business,Single,High School,Family,Tier3,Silver,15/05/2025,Approved
106575,46,186607,666,45752,16,0.2,4,,Single,Bachelors,Owned,Tier2,Gold,04/02/2025,Approved
106576,55,114023,709,,21,0.26,3,Salaried,Single,High School,Rented,Tier3,Gold,14/10/2024,Approved
106577,35,189772,390,10033,10,0.61,5,Self-Employed,Divorced,Bachelors,Owned,Tier1,Platinum,21/07/2025,Approved
106578,23,66516,808,48657,22,0.52,5,Salaried,Divorced,Masters,Owned,Tier2,Silver,29/10/2024,Approved
106579,43,40577,827,1284,21,0.51,5,Self-Employed,Divorced,Masters,Family,Tier2,Silver,29/11/2025,Approved
106580,49,40015,409,40311,17,0.22,6,Business,Single,High School,Rented,Tier2,Silver,08/02/2025,Rejected
106581,54,116104,388,39338,25,0.56,0,Salaried,Married,High School,Owned,Tier1,Silver,09/06/2024,Approved
106582,53,139412,571,23115,29,0.28,1,Salaried,Single,High School,Family,Tier2,Gold,18/03/2025,Approved
106583,61,116740,546,19819,12,0.31,7,Business,Married,Bachelors,Family,Tier3,Silver,21/04/2024,Approved
